;ds;y;pred
7;2021-01-08;24.468529;24.524368286132812
8;2021-01-09;22.918686;23.749324798583984
9;2021-01-10;21.40107;22.12836456298828
10;2021-01-11;23.188436;22.9155216217041
11;2021-01-12;24.41881;23.538841247558594
12;2021-01-13;24.584808;24.330429077148438
13;2021-01-14;24.128374;24.474639892578125
14;2021-01-15;22.547007;24.24606704711914
15;2021-01-16;22.821112;22.129863739013672
16;2021-01-17;23.467538;22.130619049072266
17;2021-01-18;23.886394;24.242408752441406
18;2021-01-19;23.916666;23.77109718322754
19;2021-01-20;22.455709;23.975582122802734
20;2021-01-21;22.101859;22.77776336669922
21;2021-01-22;24.064171;22.620136260986328
22;2021-01-23;24.344743;23.268461227416992
23;2021-01-24;23.330523;22.99772071838379
24;2021-01-25;24.001792;23.997940063476562
25;2021-01-26;23.362297;23.778606414794922
26;2021-01-27;22.528331;23.184133529663086
27;2021-01-28;22.316018;22.689987182617188
28;2021-01-29;21.606677;22.77164077758789
29;2021-01-30;20.137513;21.323450088500977
30;2021-01-31;22.103055;19.873035430908203
31;2021-02-01;24.910229;23.085243225097656
32;2021-02-02;24.14827;23.985689163208008
33;2021-02-03;23.173112;23.376068115234375
34;2021-02-04;25.66613;22.91940689086914
35;2021-02-05;26.333276;24.865283966064453
36;2021-02-06;23.375564;24.204627990722656
37;2021-02-07;21.869725;22.03885269165039
38;2021-02-08;23.66705;23.051136016845703
39;2021-02-09;24.703644;23.402036666870117
40;2021-02-10;25.279392;24.04452896118164
41;2021-02-11;25.976613;24.711883544921875
42;2021-02-12;24.956882;25.29778480529785
43;2021-02-13;21.232069;23.429698944091797
44;2021-02-14;18.680598;20.408435821533203
45;2021-02-15;21.060376;20.52072525024414
46;2021-02-16;21.526862;20.784936904907227
47;2021-02-17;23.640704;21.327072143554688
48;2021-02-18;26.587846;23.33983612060547
49;2021-02-19;27.336431;25.30585479736328
50;2021-02-20;22.088495;24.62404441833496
51;2021-02-21;21.583705;20.442398071289062
52;2021-02-22;25.81373;22.522979736328125
53;2021-02-23;26.765301;24.677345275878906
54;2021-02-24;26.786506;25.339458465576172
55;2021-02-25;24.367097;25.87512969970703
56;2021-02-26;23.835158;24.075157165527344
57;2021-02-27;24.033021;22.742950439453125
58;2021-02-28;21.644375;22.590091705322266
59;2021-03-01;23.928258;22.629085540771484
60;2021-03-02;24.082691;23.890024185180664
61;2021-03-03;22.846515;23.652193069458008
62;2021-03-04;23.090688;22.66861343383789
63;2021-03-05;24.137037;23.075366973876953
64;2021-03-06;22.420092;22.885587692260742
65;2021-03-07;21.813698;21.110477447509766
66;2021-03-08;24.057632;22.723373413085938
67;2021-03-09;22.800505;23.52734375
68;2021-03-10;22.552554;22.37847900390625
69;2021-03-11;22.650977;22.580181121826172
70;2021-03-12;24.610789;22.691852569580078
71;2021-03-13;23.385074;23.22810173034668
72;2021-03-14;22.283641;21.86761474609375
73;2021-03-15;25.520534;23.077865600585938
74;2021-03-16;26.367289;24.693679809570312
75;2021-03-17;26.320802;25.10135269165039
76;2021-03-18;23.570869;25.365873336791992
77;2021-03-19;24.86559;23.561279296875
78;2021-03-20;24.385729;23.938518524169922
79;2021-03-21;21.788135;22.967605590820312
80;2021-03-22;25.289817;23.005401611328125
81;2021-03-23;25.577923;25.179378509521484
82;2021-03-24;24.198052;24.884876251220703
83;2021-03-25;25.690906;23.93717384338379
84;2021-03-26;26.77906;25.454914093017578
85;2021-03-27;25.573357;25.104150772094727
86;2021-03-28;22.859116;23.865367889404297
87;2021-03-29;26.085947;23.913509368896484
88;2021-03-30;24.42221;25.734718322753906
89;2021-03-31;23.172344;24.015161514282227
90;2021-04-01;24.904785;23.63084602355957
91;2021-04-02;23.391967;24.62002944946289
92;2021-04-03;23.425123;22.612972259521484
93;2021-04-04;23.39971;22.703096389770508
94;2021-04-05;26.973379;24.21971321105957
95;2021-04-06;26.797877;25.97333526611328
96;2021-04-07;27.248485;25.639312744140625
97;2021-04-08;27.235706;26.400833129882812
98;2021-04-09;21.803793;26.349262237548828
99;2021-04-10;20.761694;21.42620849609375
100;2021-04-11;20.123899;21.029151916503906
101;2021-04-12;21.2443;22.007835388183594
102;2021-04-13;21.890969;21.93960189819336
103;2021-04-14;20.609232;22.435436248779297
104;2021-04-15;21.364868;21.232166290283203
105;2021-04-16;20.581133;21.641216278076172
106;2021-04-17;20.145404;19.952171325683594
107;2021-04-18;17.46739;19.460567474365234
108;2021-04-19;21.261752;19.100603103637695
109;2021-04-20;22.617271;21.418363571166992
110;2021-04-21;21.192697;22.300487518310547
111;2021-04-22;20.567382;21.043291091918945
112;2021-04-23;20.506039;20.8745174407959
113;2021-04-24;18.820461;19.853527069091797
114;2021-04-25;18.355305;18.163856506347656
115;2021-04-26;21.82629;19.913841247558594
116;2021-04-27;22.944148;21.698707580566406
117;2021-04-28;23.961859;22.2018985748291
118;2021-04-29;20.559234;23.137056350708008
119;2021-04-30;24.23467;20.57586097717285
120;2021-05-01;19.950997;22.723703384399414
121;2021-05-02;21.007086;18.81052589416504
122;2021-05-03;23.364333;22.286949157714844
123;2021-05-04;22.913229;22.950708389282227
124;2021-05-05;23.85542;22.549297332763672
125;2021-05-06;24.881838;23.443313598632812
126;2021-05-07;25.1714;24.319610595703125
127;2021-05-08;20.263204;23.47560691833496
128;2021-05-09;19.182708;19.677051544189453
129;2021-05-10;21.323935;21.170692443847656
130;2021-05-11;21.295823;21.677993774414062
131;2021-05-12;20.215235;21.580453872680664
132;2021-05-13;21.009405;21.005098342895508
133;2021-05-14;21.480271;21.650955200195312
134;2021-05-15;19.805673;20.6480655670166
135;2021-05-16;18.088276;19.106327056884766
136;2021-05-17;20.008076;19.793201446533203
137;2021-05-18;21.711468;20.446447372436523
138;2021-05-19;21.528842;21.53609848022461
139;2021-05-20;25.085692;21.459306716918945
140;2021-05-21;25.124596;24.453731536865234
141;2021-05-22;24.794134;23.167224884033203
142;2021-05-23;20.487876;22.931360244750977
143;2021-05-24;24.532939;21.55219841003418
144;2021-05-25;24.583325;24.40268898010254
145;2021-05-26;24.725825;23.963218688964844
146;2021-05-27;24.752843;24.654626846313477
147;2021-05-28;25.027724;24.779457092285156
148;2021-05-29;25.150822;24.028675079345703
149;2021-05-30;23.331644;23.6743106842041
150;2021-05-31;24.36052;24.220348358154297
151;2021-06-01;22.408397;24.41122055053711
152;2021-06-02;24.490846;22.840152740478516
153;2021-06-03;25.384644;23.364978790283203
154;2021-06-04;26.283818;25.134700775146484
155;2021-06-05;25.23669;25.04988670349121
156;2021-06-06;25.999123;23.884048461914062
157;2021-06-07;25.739112;26.304710388183594
158;2021-06-08;26.145476;25.079078674316406
159;2021-06-09;26.056331;25.861629486083984
160;2021-06-10;26.089686;25.836084365844727
161;2021-06-11;26.111743;26.010570526123047
162;2021-06-12;25.020766;25.17877197265625
163;2021-06-13;24.217967;24.099456787109375
164;2021-06-14;24.019264;25.211259841918945
165;2021-06-15;25.13234;24.246461868286133
166;2021-06-16;25.068985;25.21298599243164
167;2021-06-17;25.720228;25.015125274658203
168;2021-06-18;26.070853;25.653640747070312
169;2021-06-19;24.158062;24.956531524658203
170;2021-06-20;23.57286;23.15958595275879
171;2021-06-21;25.317842;24.59654998779297
172;2021-06-22;23.59825;25.093673706054688
173;2021-06-23;26.261064;23.722721099853516
174;2021-06-24;21.873045;26.151512145996094
175;2021-06-25;24.587697;22.38928985595703
176;2021-06-26;28.368907;24.189983367919922
177;2021-06-27;26.465526;26.198001861572266
178;2021-06-28;28.896851;26.240829467773438
179;2021-06-29;28.758995;27.851959228515625
180;2021-06-30;28.965368;27.599925994873047
181;2021-07-01;28.977685;27.783639907836914
182;2021-07-02;28.329011;28.23330307006836
183;2021-07-03;26.191957;27.172382354736328
184;2021-07-04;25.185521;25.274105072021484
185;2021-07-05;27.976678;26.4541015625
186;2021-07-06;29.912472;27.68292236328125
187;2021-07-07;28.717168;28.975139617919922
188;2021-07-08;28.62163;28.073482513427734
189;2021-07-09;28.762049;28.28435516357422
190;2021-07-10;28.729092;27.34316635131836
191;2021-07-11;28.876909;27.05318260192871
192;2021-07-12;28.817467;29.0965576171875
193;2021-07-13;29.328019;28.320789337158203
194;2021-07-14;28.67397;28.836284637451172
195;2021-07-15;28.940171;28.280845642089844
196;2021-07-16;28.986744;28.694416046142578
197;2021-07-17;30.556245;27.864696502685547
198;2021-07-18;29.431022;28.81798553466797
199;2021-07-19;28.918519;29.446922302246094
200;2021-07-20;28.91049;28.51706886291504
201;2021-07-21;28.647296;28.636981964111328
202;2021-07-22;28.774096;28.403043746948242
203;2021-07-23;29.023534;28.667259216308594
204;2021-07-24;21.892259;28.097660064697266
205;2021-07-25;24.650554;22.197818756103516
206;2021-07-26;28.739505;26.64566421508789
207;2021-07-27;29.003129;28.031944274902344
208;2021-07-28;28.779091;28.158639907836914
209;2021-07-29;28.217164;28.368806838989258
210;2021-07-30;28.494226;27.85776138305664
211;2021-07-31;28.408902;26.92652130126953
212;2021-08-01;28.517708;26.876365661621094
213;2021-08-02;28.68518;28.926769256591797
214;2021-08-03;30.593401;28.23581314086914
215;2021-08-04;30.331454;29.84933853149414
216;2021-08-05;30.364641;29.442977905273438
217;2021-08-06;29.783028;29.775300979614258
218;2021-08-07;29.567201;28.532691955566406
219;2021-08-08;28.639141;28.164764404296875
220;2021-08-09;29.683208;29.132640838623047
221;2021-08-10;30.150066;29.3178768157959
222;2021-08-11;30.41494;29.64974594116211
223;2021-08-12;30.420651;29.865541458129883
224;2021-08-13;30.736477;29.925405502319336
225;2021-08-14;29.821013;29.35555076599121
226;2021-08-15;29.222712;28.316770553588867
227;2021-08-16;29.33922;29.700157165527344
228;2021-08-17;30.027497;29.001155853271484
229;2021-08-18;29.934656;29.660856246948242
230;2021-08-19;30.303495;29.530317306518555
231;2021-08-20;30.243234;29.953163146972656
232;2021-08-21;23.847657;28.98583984375
233;2021-08-22;24.696551;23.777992248535156
234;2021-08-23;27.118468;26.732418060302734
235;2021-08-24;27.136133;27.149032592773438
236;2021-08-25;26.731849;27.10493278503418
237;2021-08-26;26.666377;27.024494171142578
238;2021-08-27;26.617743;26.865398406982422
239;2021-08-28;27.134267;25.58063507080078
240;2021-08-29;26.499983;25.860763549804688
241;2021-08-30;28.126376;27.125686645507812
242;2021-08-31;28.325913;27.668964385986328
243;2021-09-01;28.180737;27.773578643798828
244;2021-09-02;28.252073;27.789005279541016
245;2021-09-03;28.069572;28.007034301757812
246;2021-09-04;27.456967;27.084857940673828
247;2021-09-05;26.448312;26.385086059570312
248;2021-09-06;26.966746;27.416675567626953
249;2021-09-07;27.015706;26.910144805908203
250;2021-09-08;27.434482;27.13644790649414
251;2021-09-09;26.772105;27.491714477539062
252;2021-09-10;26.721372;26.99875259399414
253;2021-09-11;27.037379;26.197437286376953
254;2021-09-12;24.493372;26.065181732177734
255;2021-09-13;27.0194;25.73760223388672
256;2021-09-14;26.694318;27.183513641357422
257;2021-09-15;27.136761;26.650135040283203
258;2021-09-16;28.041323;27.183137893676758
259;2021-09-17;28.107548;27.931617736816406
260;2021-09-18;23.841031;27.075515747070312
261;2021-09-19;23.276179;23.51575469970703
262;2021-09-20;23.572144;25.336360931396484
263;2021-09-21;25.554118;24.414840698242188
264;2021-09-22;27.361304;26.064144134521484
265;2021-09-23;27.187713;27.33188247680664
266;2021-09-24;25.074927;27.117725372314453
267;2021-09-25;25.685208;24.57970428466797
268;2021-09-26;24.285812;24.975889205932617
269;2021-09-27;25.566881;25.38150405883789
270;2021-09-28;25.621539;25.949230194091797
271;2021-09-29;25.59359;26.049657821655273
272;2021-09-30;22.466073;26.02353858947754
273;2021-10-01;26.148707;23.58340072631836
274;2021-10-02;21.93869;25.930706024169922
275;2021-10-03;20.200572;21.690631866455078
276;2021-10-04;21.819966;22.790786743164062
277;2021-10-05;23.14812;23.041248321533203
278;2021-10-06;26.030742;23.746997833251953
279;2021-10-07;23.609967;25.858478546142578
280;2021-10-08;26.374461;24.018245697021484
281;2021-10-09;28.575979;25.504695892333984
282;2021-10-10;27.097972;26.401033401489258
283;2021-10-11;28.143214;27.080408096313477
284;2021-10-12;28.438315;25.275447845458984
285;2021-10-13;29.000375;28.00171661376953
286;2021-10-14;29.044525;28.422988891601562
287;2021-10-15;28.661109;28.810012817382812
288;2021-10-16;28.363216;27.872329711914062
289;2021-10-17;27.121159;27.337329864501953
290;2021-10-18;29.58932;28.083602905273438
291;2021-10-19;29.300834;29.29994010925293
292;2021-10-20;29.229894;28.93213653564453
293;2021-10-21;29.349305;29.09449577331543
294;2021-10-22;29.483013;29.227005004882812
295;2021-10-23;28.61415;28.44208526611328
296;2021-10-24;27.061795;27.48729705810547
297;2021-10-25;28.33639;28.178325653076172
298;2021-10-26;28.312254;28.389156341552734
299;2021-10-27;28.106268;28.264671325683594
300;2021-10-28;26.488652;28.203983306884766
301;2021-10-29;27.76935;27.030719757080078
302;2021-10-30;26.335388;27.23208236694336
303;2021-10-31;26.661702;25.49002456665039
304;2021-11-01;28.354347;27.689918518066406
305;2021-11-02;28.231204;28.855222702026367
306;2021-11-03;29.246233;27.857328414916992
307;2021-11-04;30.397736;28.734703063964844
308;2021-11-05;29.650116;29.646404266357422
309;2021-11-06;30.624156;28.166391372680664
310;2021-11-07;26.922115;28.922924041748047
311;2021-11-08;30.103053;27.666236877441406
312;2021-11-09;29.29461;29.789966583251953
313;2021-11-10;29.225342;28.82160758972168
314;2021-11-11;30.36506;29.145954132080078
315;2021-11-12;30.044247;30.045373916625977
316;2021-11-13;30.358853;28.800640106201172
317;2021-11-14;28.251287;28.74993133544922
318;2021-11-15;29.685297;28.092994689941406
319;2021-11-16;30.078636;29.37329864501953
320;2021-11-17;30.299484;29.56849479675293
321;2021-11-18;30.141613;29.87209701538086
322;2021-11-19;29.562873;29.843786239624023
323;2021-11-20;29.913904;28.585826873779297
324;2021-11-21;27.741706;28.523298263549805
325;2021-11-22;29.681267;28.50527572631836
326;2021-11-23;28.970383;29.464292526245117
327;2021-11-24;24.472482;28.71832275390625
328;2021-11-25;29.507726;25.434478759765625
329;2021-11-26;29.944548;29.763967514038086
330;2021-11-27;28.235968;28.313140869140625
331;2021-11-28;28.315372;26.991378784179688
332;2021-11-29;28.550106;29.053829193115234
333;2021-11-30;27.908241;28.0421142578125
334;2021-12-01;27.909864;27.576194763183594
335;2021-12-02;28.394132;28.047094345092773
336;2021-12-03;28.297838;28.402828216552734
337;2021-12-04;28.477318;27.352924346923828
338;2021-12-05;22.301147;27.27447509765625
339;2021-12-06;28.272522;24.108505249023438
340;2021-12-07;28.372406;28.482027053833008
341;2021-12-08;28.284889;27.593700408935547
342;2021-12-09;27.926775;28.01642608642578
343;2021-12-10;27.979277;27.895891189575195
344;2021-12-11;28.394692;26.953956604003906
345;2021-12-12;20.203957;26.744693756103516
346;2021-12-13;19.638863;22.463233947753906
347;2021-12-14;23.239156;22.07000732421875
348;2021-12-15;26.533446;24.300457000732422
349;2021-12-16;26.749136;26.277631759643555
350;2021-12-17;27.69893;26.50293731689453
351;2021-12-18;23.67301;26.46346664428711
352;2021-12-19;18.584675;22.438451766967773
353;2021-12-20;22.364811;20.764835357666016
354;2021-12-21;21.673444;23.416040420532227
355;2021-12-22;23.548065;22.413604736328125
356;2021-12-23;24.359339;24.237262725830078
357;2021-12-24;21.541523;24.618480682373047
358;2021-12-25;19.860444;19.980905532836914
359;2021-12-26;17.592541;19.823997497558594
360;2021-12-27;21.742712;19.875858306884766
361;2021-12-28;17.41888;22.316762924194336
362;2021-12-29;16.949582;18.677316665649414
363;2021-12-30;17.836814;19.02910041809082
364;2021-12-31;19.155768;19.197601318359375
